latitude,longitude,heading,speed,steer,direction,pitch,terrain
36.96760605,127.87260174,-5.99,0.0000,0.00,1,-0.08,0.0
36.96760605,127.87260176,-6.00,0.0000,0.00,1,-0.09,0.0
36.96760606,127.87260178,-5.99,0.0000,0.00,1,-0.10,0.0
36.96760604,127.87260172,-5.99,0.0000,0.00,1,-0.10,0.0
36.96760605,127.87260180,-5.99,0.0000,0.00,1,-0.10,0.0
36.96760608,127.87260183,-5.99,0.0000,0.00,1,-0.10,0.0
36.96760608,127.87260181,-5.98,0.0000,0.00,1,-0.10,0.0
36.96760606,127.87260179,-5.98,0.0000,0.00,1,-0.10,0.0
36.96760601,127.87260180,-5.98,0.0000,0.00,1,-0.11,0.0
36.96760604,127.87260183,-5.98,0.0000,0.00,1,-0.11,0.0
36.96760601,127.87260182,-5.98,0.0000,0.00,1,-0.11,0.0
36.96760601,127.87260183,-5.98,0.2827,0.00,1,-0.12,0.0
36.96760604,127.87260181,-6.43,0.0000,0.00,1,-0.31,0.0
36.96760597,127.87260230,-6.35,0.2827,0.00,1,-0.39,0.0
36.96760586,127.87260373,-6.56,0.8482,0.00,1,-0.48,0.0
36.96760557,127.87260573,-6.75,0.8482,0.00,1,-0.61,0.0
36.96760539,127.87260803,-6.95,1.1310,0.00,1,-0.73,0.0
36.96760511,127.87261084,-7.30,1.1310,0.00,1,-0.67,0.0
36.96760477,127.87261372,-7.50,1.1310,0.00,1,-0.71,0.0
36.96760443,127.87261676,-7.67,1.1310,0.00,1,-0.73,0.0
36.96760407,127.87261992,-7.92,1.1310,0.00,1,-0.70,0.0
36.96760366,127.87262322,-8.28,1.4137,0.00,1,-0.68,0.0
36.96760328,127.87262665,-8.51,1.6965,0.00,1,-0.64,0.0
36.96760279,127.87263014,-8.96,1.1310,0.00,1,-0.63,0.0
36.96760231,127.87263367,-9.31,1.4137,0.00,1,-0.66,0.0
36.96760184,127.87263727,-9.58,1.4137,0.00,1,-0.62,0.0
36.96760131,127.87264090,-10.15,1.1310,0.00,1,-0.57,0.0
36.96760088,127.87264432,-10.61,1.1310,0.00,1,-0.49,0.0
36.96760030,127.87264762,-11.07,1.1310,0.00,1,-0.41,0.0
36.96759979,127.87265063,-11.50,0.8482,0.00,1,-0.33,0.0
36.96759922,127.87265350,-11.73,0.8482,0.00,1,-0.23,0.0
36.96759878,127.87265600,-12.04,0.5655,0.00,1,-0.14,0.0
36.96759839,127.87265849,-12.33,0.8482,0.00,1,-0.07,0.0
36.96759794,127.87266069,-12.64,1.1310,0.00,1,-0.04,0.0
36.96759747,127.87266315,-12.65,0.8482,0.00,1,-0.09,0.0
36.96759694,127.87266597,-12.89,0.8482,0.00,1,-0.23,0.0
36.96759634,127.87266893,-13.22,1.1310,0.00,1,-0.38,0.0
36.96759568,127.87267196,-13.52,1.1310,0.00,1,-0.55,0.0
36.96759505,127.87267515,-13.95,0.8482,0.00,1,-0.64,0.0
36.96759444,127.87267830,-14.39,1.1310,0.00,1,-0.59,0.0
36.96759377,127.87268118,-14.59,1.1310,0.00,1,-0.52,0.0
36.96759330,127.87268403,-14.84,0.8482,0.00,1,-0.42,0.0
36.96759272,127.87268676,-15.28,0.8482,0.00,1,-0.25,0.0
36.96759210,127.87268946,-15.58,1.1310,0.00,1,-0.08,0.0
36.96759148,127.87269211,-15.80,1.1310,0.00,1,0.09,0.0
36.96759076,127.87269493,-16.10,1.4137,0.00,1,0.32,0.0
36.96759002,127.87269798,-16.51,1.1310,0.00,1,0.19,0.0
36.96758930,127.87270106,-16.76,1.1310,0.00,1,-0.01,0.0
